title,price_uf,price_clp,m2_utiles,uf_per_m2,zona_uf_m2,bedrooms_n,parking,gastos_comunes_clp,comuna,barrio,first_seen_date,publicado_fecha_est,url
Especial Inverionista El Mejor Precio De La Zona,2079.1,85000000.0,55.0,37.8,61.0,3.0,0.0,75000.0,Santiago,Bogotá - Sierra Bella,2026-09-07,2026-09-07,https://www.portalinmobiliario.com/MLC-2223988043-especial-inverionista-el-mejor-precio-de-la-zona-_JM
Gran Oferta Torres San Borja/m U.católica  (181574),3106.4,127000000.0,82.0,37.88,80.0,3.0,0.0,75000.0,Santiago,Barrio San Borja,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-4450238768-gran-oferta-torres-san-borjam-ucatolica-181574-_JM
Departamento De 2 Dormitorios Y 1 Baño A Pasos Del Metro,2500.0,102207500.0,66.0,37.88,54.0,2.0,0.0,0.0,Santiago,Parque Almagro,2026-08-29,2026-08-29,https://www.portalinmobiliario.com/MLC-2203503059-departamento-de-2-dormitorios-y-1-bano-a-pasos-del-metro-_JM
Venta Depto 1d1b Santiago Metro Parque Ohiggins (177052),1516.5,62000000.0,40.0,37.91,74.0,1.0,0.0,60000.0,Santiago,Santiago,2026-08-28,2026-08-28,https://www.portalinmobiliario.com/MLC-4419363158-venta-depto-1d1b-santiago-metro-parque-ohiggins-177052-_JM
Venta Depto 1 Dormitorio Parque Ohiggins Stgo  (177047),1516.5,62000000.0,40.0,37.91,74.0,1.0,0.0,60000.0,Santiago,Santiago,2026-08-28,2026-08-28,https://www.portalinmobiliario.com/MLC-4418552300-venta-depto-1-dormitorio-parque-ohiggins-stgo-177047-_JM
"Excelente Depto 3d/1b En Santiago, En Calle Nataniel Cox",2200.0,89942600.0,58.0,37.93,54.0,3.0,0.0,60000.0,Santiago,Parque O'Higgins,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-4430391226-excelente-depto-3d1b-en-santiago-en-calle-nataniel-cox-_JM
Departamento En Venta De 3 Dorm. En Santiago,1822.3,74500000.0,48.0,37.96,82.0,3.0,0.0,45000.0,Santiago,Bogotá - Sierra Bella,2026-09-02,2026-09-03,https://www.portalinmobiliario.com/MLC-4443881964-departamento-en-venta-de-3-dorm-en-santiago-_JM
Se Aceptan Ofertas Departamento En Santiago Zona Sur,1369.8,56000000.0,36.0,38.05,74.0,2.0,0.0,0.0,Santiago,Parque O'Higgins,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-2219752653-se-aceptan-ofertas-departamento-en-santiago-zona-sur-_JM
Depto 3d 1b Herrera 773 Con 41m2 Metro Q Normal Rebajado!,1560.0,63777480.0,41.0,38.05,66.0,3.0,0.0,38000.0,Santiago,Barrio Yungay,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-4414862004-depto-3d-1b-herrera-773-con-41m2-metro-q-normal-rebajado-_JM
Departamento En Venta De 5 Dorm. 2 Baños En Santiago,3057.5,125000000.0,80.0,38.22,53.0,5.0,0.0,82500.0,Santiago,Centro Histórico De Santiago,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-2193866807-departamento-en-venta-de-5-dorm-2-banos-en-santiago-_JM
"Dpto 2 Dormitorios,2 Baños, Metro Santa Ana (172571)",2446.0,100000000.0,64.0,38.22,47.0,2.0,0.0,100000.0,Santiago,Barrio Brasil,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-4405923206-dpto-2-dormitorios2-banos-metro-santa-ana-172571-_JM
Departamento En Venta De 2 Dorm. En Santiago,3057.5,125000000.0,80.0,38.22,49.0,2.0,0.0,10000.0,Santiago,Parque Almagro,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-2191905841-departamento-en-venta-de-2-dorm-en-santiago-_JM
"Se Vende Departamento 2 H 1 B, Carmen Con Marcoleta",2372.6,97000000.0,62.0,38.27,68.0,2.0,0.0,35000.0,Santiago,Santa Isabel,2026-09-02,2026-09-03,https://www.portalinmobiliario.com/MLC-2212098115-se-vende-departamento-2-h-1-b-carmen-con-marcoleta-_JM
Inversion Segura A Pasos De Metro Linea 7,2300.0,94030900.0,60.0,38.33,47.0,2.0,0.0,100000.0,Santiago,Parque Los Reyes,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4437063866-inversion-segura-a-pasos-de-metro-linea-7-_JM
Oportunidad Depto 3d-2b Santa Elena- Metro Ñuble(remodelado),2150.0,87898450.0,56.0,38.39,61.0,3.0,0.0,80000.0,Santiago,Bogotá - Sierra Bella,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-4449898760-oportunidad-depto-3d-2b-santa-elena-metro-nubleremodelado-_JM
Venta Departamento 1hab 1ba Santiago,1345.3,55000000.0,35.0,38.44,74.0,1.0,0.0,47000.0,Santiago,Parque O'Higgins,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-2194367125-venta-departamento-1hab-1ba-santiago-_JM
Oportunidad Inversion Depto 1d,1345.3,55000000.0,35.0,38.44,74.0,1.0,0.0,80000.0,Santiago,San Diego,2026-09-02,2026-09-03,https://www.portalinmobiliario.com/MLC-2212106933-oportunidad-inversion-depto-1d-_JM
Departamento Frente Al Metro Santa Ana.,2690.6,110000000.0,70.0,38.44,53.0,3.0,1.0,60000.0,Santiago,Centro Histórico De Santiago,2026-09-06,2026-09-06,https://www.portalinmobiliario.com/MLC-2219177573-departamento-frente-al-metro-santa-ana-_JM
Departamento 2 Dormitorios Plaza De Armas,2500.0,102207500.0,65.0,38.46,53.0,2.0,0.0,110000.0,Santiago,Centro Histórico De Santiago,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4437055102-departamento-2-dormitorios-plaza-de-armas-_JM
Departamento En Venta En Santiago,3000.0,122645040.0,78.0,38.46,53.0,3.0,0.0,80000.0,Santiago,Centro Histórico De Santiago,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-2189296769-departamento-en-venta-en-santiago-_JM
Venta Ubicacion Estrategica Depto 50 M2 Cerca De Metro Ula,1848.0,75551784.0,48.0,38.5,68.0,3.0,0.0,50000.0,Santiago,Meiggs,2026-08-29,2026-08-29,https://www.portalinmobiliario.com/MLC-2203504099-venta-ubicacion-estrategica-depto-50-m2-cerca-de-metro-ula-_JM
Departamento En Venta De 1 Dorm. En Santiago,1465.2,59900000.0,38.0,38.56,71.0,1.0,0.0,0.0,Santiago,Centro Histórico De Santiago,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-4447149666-departamento-en-venta-de-1-dorm-en-santiago-_JM
Dpto -metro Moneda - Valentin Letelier- Palacio De La Moneda,2935.2,120000000.0,76.0,38.62,73.0,3.0,0.0,60000.0,Santiago,Centro Histórico De Santiago,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-2199716175-dpto-metro-moneda-valentin-letelier-palacio-de-la-moneda-_JM
Departamento En Venta De 2 Dorm. En Santiago,1700.0,69501100.0,44.0,38.64,71.0,2.0,0.0,70000.0,Santiago,Centro Histórico De Santiago,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-2219764835-departamento-en-venta-de-2-dorm-en-santiago-_JM
Inversión Venta 2 Dormitorios 2 Baños Terraza,1700.0,69501100.0,44.0,38.64,72.0,2.0,0.0,80000.0,Santiago,Franklin - Biobío,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4439468150-inversion-venta-2-dormitorios-2-banos-terraza-_JM
Depto 2 Dormitorio 1 Baño Con Terraza Santa Rosa,2126.0,86917258.0,55.0,38.65,54.0,2.0,0.0,100000.0,Santiago,Bulnes,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-4404161406-depto-2-dormitorio-1-bano-con-terraza-santa-rosa-_JM
"Se Vende Dpto., Cerca Metro Parque O¨higgins (99455)",2128.0,87000000.0,55.0,38.69,54.0,2.0,1.0,95000.0,Santiago,Parque Almagro,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4439744776-se-vende-dpto-cerca-metro-parque-ohiggins-99455-_JM
"Vida De Barrio, En Las Condes, Vital Apoquindo, Paul Harris",2592.8,106000000.0,67.0,38.7,85.0,4.0,0.0,0.0,Las Condes,Colón Oriente - Vital Apoquindo,2026-08-30,2026-08-30,https://www.portalinmobiliario.com/MLC-2205303437-vida-de-barrio-en-las-condes-vital-apoquindo-paul-harris-_JM
"Se Vende Departamento Av. Balmaceda, Santiago",2400.0,98119200.0,62.0,38.71,47.0,2.0,1.0,170000.0,Santiago,Parque Los Reyes,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-4409961016-se-vende-departamento-av-balmaceda-santiago-_JM
Gran Departamento En El Centro 2hab-estac-bod,2323.7,95000000.0,60.0,38.73,54.0,2.0,1.0,,Santiago,Parque O'Higgins,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-2190769921-gran-departamento-en-el-centro-2hab-estac-bod-_JM
Acogedor E Iluminado Departamento,1712.2,70000000.0,44.0,38.91,82.0,2.0,0.0,80000.0,Santiago,Santa Isabel,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-4404095230-acogedor-e-iluminado-departamento-_JM
¡vive En Santiago! Depto. Céntrico Por $78 Millones,1907.9,78000000.0,49.0,38.94,74.0,,0.0,,Santiago,Parque O'Higgins,2026-09-02,2026-09-03,https://www.portalinmobiliario.com/MLC-2211618253-vive-en-santiago-depto-centrico-por-78-millones-_JM
Metro Parque Almagro Con Parquet,3351.0,137000000.0,86.0,38.97,55.0,3.0,1.0,50000.0,Santiago,San Diego,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-2191054987-metro-parque-almagro-con-parquet-_JM
Cerro Sta Lucia Antiguo Parquet,2690.6,110000000.0,69.0,38.99,53.0,3.0,0.0,120000.0,Santiago,Centro Histórico De Santiago,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-4414848528-cerro-sta-lucia-antiguo-parquet-_JM
Departamento En Venta En Santiago Centro,1638.8,67000000.0,42.0,39.02,74.0,,0.0,75000.0,Santiago,Parque Almagro,2026-09-06,2026-09-06,https://www.portalinmobiliario.com/MLC-4452084102-departamento-en-venta-en-santiago-centro-_JM
Se Vende Departamento En Club Hípico,4450.0,181929350.0,114.0,39.04,64.0,3.0,0.0,120000.0,Santiago,Parque O'Higgins,2026-09-02,,https://www.portalinmobiliario.com/MLC-2211613973-se-vende-departamento-en-club-hipico-_JM
Venta Departamento 1hab 1ba Santiago,1640.0,67048120.0,42.0,39.05,73.0,1.0,0.0,80000.0,Santiago,Centro Histórico De Santiago,2026-08-28,2026-08-28,https://www.portalinmobiliario.com/MLC-4421078524-venta-departamento-1hab-1ba-santiago-_JM
Amplio 3d2b Y Bodega | Remodelado En Huérfanos,2890.0,118148055.0,74.0,39.05,53.0,3.0,0.0,175000.0,Santiago,Centro Histórico De Santiago,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-4396273090-amplio-3d2b-y-bodega-remodelado-en-huerfanos-_JM
Departamento Esperanza Id: 86338,1290.0,52739070.0,33.0,39.09,66.0,1.0,0.0,45000.0,Santiago,Barrio Yungay,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-4405950208-departamento-esperanza-id-86338-_JM
Excelente Oferta 2 Dormitorios Estac Y Bodega.metro Chile,1760.0,71954080.0,45.0,39.11,74.0,2.0,1.0,80000.0,Santiago,San Diego,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-2217022465-excelente-oferta-2-dormitorios-estac-y-bodegametro-chile-_JM
Vendo Oportunidad Depto 1 Dormitorio Santiago Centro,1369.8,56000000.0,35.0,39.14,74.0,1.0,0.0,45000.0,Santiago,Bulnes,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-4409913574-vendo-oportunidad-depto-1-dormitorio-santiago-centro-_JM
"Departamento En Venta De 3d,2b En Santiago",2507.2,102500000.0,64.0,39.17,54.0,3.0,7.0,70000.0,Santiago,Parque Almagro,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-2195805995-departamento-en-venta-de-3d2b-en-santiago-_JM
Amplio. Av. Manuel Rodríguez. Metro Santa Ana (172884),2390.0,97710370.0,61.0,39.18,51.0,2.0,0.0,140000.0,Santiago,Centro Histórico De Santiago,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-4411469178-amplio-av-manuel-rodriguez-metro-santa-ana-172884-_JM
Hermoso Y Amplio Departamento Venta,3057.5,125000000.0,78.0,39.2,47.0,3.0,1.0,190000.0,Santiago,Parque Los Reyes,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-4430685934-hermoso-y-amplio-departamento-venta-_JM
Departamento En Venta De 3 Dorm. En Santiago,2550.0,104248284.0,65.0,39.23,54.0,3.0,1.0,150000.0,Santiago,Parque Almagro,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-2189296709-departamento-en-venta-de-3-dorm-en-santiago-_JM
Oferta  Departamento Con  Excelente Conectividad!,1492.1,61000000.0,38.0,39.27,72.0,2.0,1.0,70000.0,Santiago,Parque O'Higgins,2026-08-28,2026-08-28,https://www.portalinmobiliario.com/MLC-2202286481-oferta-departamento-con-excelente-conectividad-_JM
Departamento De 1 Dormitorio En San Diego,1100.0,44971300.0,28.0,39.29,74.0,1.0,0.0,55000.0,Santiago,Parque O'Higgins,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-4450251688-departamento-de-1-dormitorio-en-san-diego-_JM
Se Vende Departamento 2d+2b En Cumming 1350 Santiago,2400.0,98119200.0,61.0,39.34,47.0,2.0,0.0,0.0,Santiago,Parque Los Reyes,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-2194371619-se-vende-departamento-2d2b-en-cumming-1350-santiago-_JM
Amplio Departamento 1 Dorm. Gral Mackenna/ Teatinos,1734.2,70900000.0,44.0,39.41,71.0,1.0,0.0,70000.0,Santiago,Centro Histórico De Santiago,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-4450248604-amplio-departamento-1-dorm-gral-mackenna-teatinos-_JM
"3 Dorm, 1 Baño, Conexión Lavadora (80720)",1700.0,69501100.0,43.0,39.53,72.0,3.0,0.0,80000.0,Santiago,Parque O'Higgins,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-2211367811-3-dorm-1-bano-conexion-lavadora-80720-_JM
Departamento Libertad Id: 114558,1900.0,77677700.0,48.0,39.58,66.0,2.0,0.0,55000.0,Santiago,Parque Los Reyes,2026-08-29,2026-08-29,https://www.portalinmobiliario.com/MLC-4422153332-departamento-libertad-id-114558-_JM
Departamento En Santiago Catedral Remate 24 Septiembre 2026,1068.7,43689791.0,27.0,39.58,73.0,1.0,0.0,,Santiago,Barrio Brasil,2026-08-28,2026-08-28,https://www.portalinmobiliario.com/MLC-4421196138-departamento-en-santiago-catedral-remate-24-septiembre-2026-_JM
"Departamento Amplio, Almirante Barroso 51 , Metro Los Heroes",2930.0,119787190.0,74.0,39.59,53.0,2.0,0.0,30000.0,Santiago,Barrio Brasil,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-2194372485-departamento-amplio-almirante-barroso-51-metro-los-heroes-_JM
"Futuro Metro San Pablo,  Terraza Y Bodega",2100.0,85854300.0,53.0,39.62,47.0,3.0,0.0,120000.0,Santiago,Parque Los Reyes,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-4403477600-futuro-metro-san-pablo-terraza-y-bodega-_JM
Departamento Metro Matta Hospital San Borja Arriarán,1704.9,69700000.0,43.0,39.65,82.0,3.0,0.0,70000.0,Santiago,Bogotá - Sierra Bella,2026-09-03,2026-09-03,https://www.portalinmobiliario.com/MLC-4443892314-departamento-metro-matta-hospital-san-borja-arriaran-_JM
Venta De Excepcional Departamento En Santiago Gran Inversión,1467.6,60000000.0,37.0,39.66,66.0,1.0,0.0,76000.0,Santiago,Parque Los Reyes,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4439472560-venta-de-excepcional-departamento-en-santiago-gran-inversion-_JM
Departamento En Venta De 1 Dorm. En Santiago,1467.6,60000000.0,37.0,39.66,71.0,1.0,0.0,65000.0,Santiago,Centro Histórico De Santiago,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-2193654657-departamento-en-venta-de-1-dorm-en-santiago-_JM
Departamento En Venta De 2 Dorm. En Santiago,2380.0,97301540.0,60.0,39.67,54.0,2.0,0.0,112000.0,Santiago,Toesca / Gorbea,2026-08-26,,https://www.portalinmobiliario.com/MLC-4403479564-departamento-en-venta-de-2-dorm-en-santiago-_JM
Venta Departamento 1hab 1ba Santiago,1589.9,65000000.0,40.0,39.75,73.0,1.0,0.0,50000.0,Santiago,Bulnes,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-2194353145-venta-departamento-1hab-1ba-santiago-_JM
Remate Santiago,1589.9,65000000.0,40.0,39.75,72.0,2.0,1.0,40000.0,Santiago,Santiago,2026-09-02,2026-09-03,https://www.portalinmobiliario.com/MLC-2211793687-remate-santiago-_JM
Departamento En Venta De 1 Dorm 45 M2. En Santiago Centro,1790.0,73180570.0,45.0,39.78,74.0,1.0,0.0,80000.0,Santiago,Bulnes,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-4405925536-departamento-en-venta-de-1-dorm-45-m2-en-santiago-centro-_JM
Excelente Departamento En Carmen Con Santa Isabel,1950.0,79721850.0,49.0,39.8,82.0,2.0,0.0,100000.0,Santiago,Santa Isabel,2026-08-30,2026-08-30,https://www.portalinmobiliario.com/MLC-4428252572-excelente-departamento-en-carmen-con-santa-isabel-_JM
2 Dormitorios San Diego 1473 Santiago,1593.0,65126619.0,40.0,39.83,72.0,2.0,0.0,55000.0,Santiago,Parque O'Higgins,2026-08-29,2026-08-29,https://www.portalinmobiliario.com/MLC-2203505247-2-dormitorios-san-diego-1473-santiago-_JM
Depto Santiago Mario Kreutzberger Remate 24 Septiembre 2026,1076.2,44000000.0,27.0,39.86,73.0,1.0,0.0,,Santiago,Centro Histórico De Santiago,2026-08-28,2026-08-28,https://www.portalinmobiliario.com/MLC-2202070849-depto-santiago-mario-kreutzberger-remate-24-septiembre-2026-_JM
"Excelente Oportunidad! Dpto. 1 Dorm., 1 Estac. Y 1 Bodega",2274.8,93000000.0,57.0,39.91,53.0,1.0,1.0,100000.0,Santiago,Centro Histórico De Santiago,2026-09-03,2026-09-03,https://www.portalinmobiliario.com/MLC-4444273808-excelente-oportunidad-dpto-1-dorm-1-estac-y-1-bodega-_JM
Impecable Departamento 2hab 1 Ba Almirante Barroso-moneda,2235.6,91400000.0,56.0,39.92,53.0,2.0,0.0,100000.0,Santiago,Barrio Brasil,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-2196956437-impecable-departamento-2hab-1-ba-almirante-barroso-moneda-_JM
Inversión Inteligente: Excelente Ubicacion Y Precio,1198.5,49000000.0,30.0,39.95,72.0,1.0,0.0,0.0,Santiago,Franklin - Biobío,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-4449884566-inversion-inteligente-excelente-ubicacion-y-precio-_JM
Tu Hogar Tu Mejor Inversion En Condominio Residencial,2397.1,98000000.0,60.0,39.95,54.0,3.0,0.0,70000.0,Santiago,San Diego,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4439741480-tu-hogar-tu-mejor-inversion-en-condominio-residencial-_JM
"Oportunidad Solo Contado  2d2b, 61 M2, Piso 13, Metro Matta",2199.0,89900000.0,55.0,39.98,54.0,2.0,1.0,120000.0,Santiago,San Diego,2026-09-02,2026-09-03,https://www.portalinmobiliario.com/MLC-2213118307-oportunidad-solo-contado-2d2b-61-m2-piso-13-metro-matta-_JM
Excelente Oportunidad A Pasos Metro Calicanto,1400.0,57236200.0,35.0,40.0,71.0,1.0,0.0,78000.0,Santiago,Centro Histórico De Santiago,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-4397980662-excelente-oportunidad-a-pasos-metro-calicanto-_JM
Se Vende Departamento De 1 Dormitorio Y 1 Baño Con Terraza,1600.0,65412800.0,40.0,40.0,82.0,1.0,0.0,75000.0,Santiago,Barrio Diez De Julio,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4439745994-se-vende-departamento-de-1-dormitorio-y-1-bano-con-terraza-_JM
Buen  Depto. Con Excelente Conectividad . (143943),1400.0,57236200.0,35.0,40.0,74.0,1.0,0.0,50000.0,Santiago,Bulnes,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-2211367343-buen-depto-con-excelente-conectividad-143943-_JM
Atencion Inversionistas A Pasos De Linea   7 A Vitacura,2400.0,98119200.0,60.0,40.0,47.0,2.0,0.0,100000.0,Santiago,Parque Los Reyes,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4437191420-atencion-inversionistas-a-pasos-de-linea-7-a-vitacura-_JM
Venta Departamento 3hab 2ba Santiago,2400.0,98119200.0,60.0,40.0,54.0,3.0,0.0,70000.0,Santiago,San Diego,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-2211795783-venta-departamento-3hab-2ba-santiago-_JM
Studio En Venta Frente Al Parque De Los Reyes,1000.0,40883000.0,25.0,40.0,66.0,1.0,0.0,80000.0,Santiago,Parque Los Reyes,2026-09-07,2026-09-07,https://www.portalinmobiliario.com/MLC-2223322501-studio-en-venta-frente-al-parque-de-los-reyes-_JM
¡oportunidad En Santiago: Depto 3d/2b A 3000 Uf!,3000.0,122649000.0,75.0,40.0,47.0,3.0,0.0,120000.0,Santiago,Parque Los Reyes,2026-09-07,2026-09-07,https://www.portalinmobiliario.com/MLC-2223322357-oportunidad-en-santiago-depto-3d2b-a-3000-uf-_JM
Dos Dormitorios 2 Baños Estacionamiento Bodega  Alameda,2201.0,89983483.0,55.0,40.02,54.0,2.0,1.0,90000.0,Santiago,Santa Isabel,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-4440985370-dos-dormitorios-2-banos-estacionamiento-bodega-alameda-_JM
Moderno Depto. Con Vistas Despejadas (173707),2201.4,90000000.0,55.0,40.03,47.0,2.0,1.0,80000.0,Santiago,Parque Los Reyes,2026-09-02,2026-09-03,https://www.portalinmobiliario.com/MLC-4441937908-moderno-depto-con-vistas-despejadas-173707-_JM
Amoblado/ San Pablo/a Barroso/ Metro/ Condominio,2003.3,81900000.0,50.0,40.07,71.0,2.0,0.0,0.0,Santiago,Parque Los Reyes,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-4433820722-amoblado-san-pabloa-barroso-metro-condominio-_JM
San Francisco Oportunidad,1846.7,75500000.0,46.0,40.15,74.0,2.0,0.0,70000.0,Santiago,San Diego,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-2193315665-san-francisco-oportunidad-_JM
Departamento Rosas Id: 105957,2690.6,110000000.0,67.0,40.16,48.0,2.0,0.0,100000.0,Santiago,Barrio Yungay,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4437286900-departamento-rosas-id-105957-_JM
Se Vende Departamento Antiguo //santiago (115920),2615.0,106909045.0,65.0,40.23,65.0,2.0,0.0,0.0,Santiago,Santa Isabel,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-4441927444-se-vende-departamento-antiguo-santiago-115920-_JM
Departamento Cerca Estación Mapocho (115726),3424.4,140000000.0,85.0,40.29,53.0,3.0,0.0,140000.0,Santiago,Centro Histórico De Santiago,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4439744670-departamento-cerca-estacion-mapocho-115726-_JM
Departamento En Venta En Santiago,2419.1,98900000.0,60.0,40.32,48.0,2.0,0.0,0.0,Santiago,Barrio Yungay,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-2215975887-departamento-en-venta-en-santiago-_JM
Pedro Lagos Departamento Y Estacionamiento,1455.4,59500000.0,36.0,40.43,82.0,1.0,1.0,45000.0,Santiago,Bogotá - Sierra Bella,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-2199666635-pedro-lagos-departamento-y-estacionamiento-_JM
