title,price_uf,price_clp,m2_utiles,uf_per_m2,zona_uf_m2,bedrooms_n,parking,gastos_comunes_clp,comuna,barrio,first_seen_date,publicado_fecha_est,url
Inversion Segura A Pasos De Metro Linea 7,2300.0,94015743.0,60.0,38.33,47.0,2.0,0.0,100000.0,Santiago,Parque Los Reyes,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4437063866-inversion-segura-a-pasos-de-metro-linea-7-_JM
"Nuevo Precio , Manuel Rodriguez 867 2d 2b, Bodega Metro Sant",2035.0,83183494.0,53.0,38.4,51.0,2.0,0.0,110000.0,Santiago,Centro Histórico De Santiago,2026-08-22,2026-08-22,https://www.portalinmobiliario.com/MLC-4386790106-nuevo-precio-manuel-rodriguez-867-2d-2b-bodega-metro-sant-_JM
Oportunidad Inversion Depto 1d,1345.5,55000000.0,35.0,38.44,74.0,1.0,0.0,80000.0,Santiago,San Diego,2026-09-02,2026-09-03,https://www.portalinmobiliario.com/MLC-2212106933-oportunidad-inversion-depto-1d-_JM
Venta Departamento 1hab 1ba Santiago,1345.5,55000000.0,35.0,38.44,74.0,1.0,0.0,47000.0,Santiago,Parque O'Higgins,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-2194367125-venta-departamento-1hab-1ba-santiago-_JM
Departamento En Venta En Santiago,3000.0,122629230.0,78.0,38.46,53.0,3.0,0.0,80000.0,Santiago,Centro Histórico De Santiago,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-2189296769-departamento-en-venta-en-santiago-_JM
Departamento 2 Dormitorios Plaza De Armas,2500.0,102191025.0,65.0,38.46,53.0,2.0,0.0,110000.0,Santiago,Centro Histórico De Santiago,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4437055102-departamento-2-dormitorios-plaza-de-armas-_JM
Venta Ubicacion Estrategica Depto 50 M2 Cerca De Metro Ula,1848.0,75539606.0,48.0,38.5,68.0,3.0,0.0,50000.0,Santiago,Meiggs,2026-08-29,2026-08-29,https://www.portalinmobiliario.com/MLC-2203504099-venta-ubicacion-estrategica-depto-50-m2-cerca-de-metro-ula-_JM
Venta Departamento 3hab 1ba Santiago,2079.4,85000000.0,54.0,38.51,47.0,3.0,0.0,80000.0,Santiago,Parque Los Reyes,2026-08-21,2026-08-21,https://www.portalinmobiliario.com/MLC-4381488038-venta-departamento-3hab-1ba-santiago-_JM
Dpto -metro Moneda - Valentin Letelier- Palacio De La Moneda,2935.7,120000000.0,76.0,38.63,73.0,3.0,0.0,60000.0,Santiago,Centro Histórico De Santiago,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-2199716175-dpto-metro-moneda-valentin-letelier-palacio-de-la-moneda-_JM
Inversión Venta 2 Dormitorios 2 Baños Terraza,1700.0,69489897.0,44.0,38.64,72.0,2.0,0.0,80000.0,Santiago,Franklin - Biobío,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4439468150-inversion-venta-2-dormitorios-2-banos-terraza-_JM
Tu Proxima Propiedad  De Inversion Esta  Aqui!!,1700.0,69489897.0,44.0,38.64,74.0,2.0,0.0,120000.0,Santiago,San Diego,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-4416375912-tu-proxima-propiedad-de-inversion-esta-aqui-_JM
Depto 2 Dormitorio 1 Baño Con Terraza Santa Rosa,2126.0,86903248.0,55.0,38.65,54.0,2.0,0.0,100000.0,Santiago,Bulnes,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-4404161406-depto-2-dormitorio-1-bano-con-terraza-santa-rosa-_JM
"Vida De Barrio, En Las Condes, Vital Apoquindo, Paul Harris",2593.2,106000000.0,67.0,38.7,85.0,4.0,0.0,0.0,Las Condes,Colón Oriente - Vital Apoquindo,2026-08-30,2026-08-30,https://www.portalinmobiliario.com/MLC-2205303437-vida-de-barrio-en-las-condes-vital-apoquindo-paul-harris-_JM
"Se Vende Dpto., Cerca Metro Parque O¨higgins (99455)",2128.4,87000000.0,55.0,38.7,54.0,2.0,1.0,95000.0,Santiago,Parque Almagro,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4439744776-se-vende-dpto-cerca-metro-parque-ohiggins-99455-_JM
"Se Vende Departamento Av. Balmaceda, Santiago",2400.0,98103384.0,62.0,38.71,47.0,2.0,1.0,170000.0,Santiago,Parque Los Reyes,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-4409961016-se-vende-departamento-av-balmaceda-santiago-_JM
Gran Departamento En El Centro 2hab-estac-bod,2324.1,95000000.0,60.0,38.74,54.0,2.0,1.0,,Santiago,Parque O'Higgins,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-2190769921-gran-departamento-en-el-centro-2hab-estac-bod-_JM
Departamentos De 2d - Metro Santa Lucia,2290.0,93606979.0,59.0,38.81,65.0,2.0,1.0,127000.0,Santiago,Santa Isabel,2026-08-21,2026-08-21,https://www.portalinmobiliario.com/MLC-2180091697-departamentos-de-2d-metro-santa-lucia-_JM
Acogedor E Iluminado Departamento,1712.5,70000000.0,44.0,38.92,82.0,2.0,0.0,80000.0,Santiago,Santa Isabel,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-4404095230-acogedor-e-iluminado-departamento-_JM
¡vive En Santiago! Depto. Céntrico Por $78 Millones,1908.2,78000000.0,49.0,38.94,74.0,,0.0,,Santiago,Parque O'Higgins,2026-09-02,2026-09-03,https://www.portalinmobiliario.com/MLC-2211618253-vive-en-santiago-depto-centrico-por-78-millones-_JM
Metro Parque Almagro Con Parquet,3351.6,137000000.0,86.0,38.97,55.0,3.0,1.0,50000.0,Santiago,San Diego,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-2191054987-metro-parque-almagro-con-parquet-_JM
Cerro Sta Lucia Antiguo Parquet,2691.0,110000000.0,69.0,39.0,53.0,3.0,0.0,120000.0,Santiago,Centro Histórico De Santiago,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-4414848528-cerro-sta-lucia-antiguo-parquet-_JM
Venta Departamento 1hab 1ba Santiago,1640.0,67037312.0,42.0,39.05,73.0,1.0,0.0,80000.0,Santiago,Centro Histórico De Santiago,2026-08-28,2026-08-28,https://www.portalinmobiliario.com/MLC-4421078524-venta-departamento-1hab-1ba-santiago-_JM
Amplio 3d2b Y Bodega | Remodelado En Huérfanos,2890.0,118132825.0,74.0,39.05,53.0,3.0,0.0,175000.0,Santiago,Centro Histórico De Santiago,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-4396273090-amplio-3d2b-y-bodega-remodelado-en-huerfanos-_JM
Departamento Esperanza Id: 86338,1290.0,52730569.0,33.0,39.09,66.0,1.0,0.0,45000.0,Santiago,Barrio Yungay,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-4405950208-departamento-esperanza-id-86338-_JM
Vendo Oportunidad Depto 1 Dormitorio Santiago Centro,1370.0,56000000.0,35.0,39.14,74.0,1.0,0.0,45000.0,Santiago,Bulnes,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-4409913574-vendo-oportunidad-depto-1-dormitorio-santiago-centro-_JM
"Departamento En Venta De 3d,2b En Santiago",2507.6,102500000.0,64.0,39.18,54.0,3.0,7.0,70000.0,Santiago,Parque Almagro,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-2195805995-departamento-en-venta-de-3d2b-en-santiago-_JM
Amplio. Av. Manuel Rodríguez. Metro Santa Ana (172884),2390.0,97694620.0,61.0,39.18,51.0,2.0,0.0,140000.0,Santiago,Centro Histórico De Santiago,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-4411469178-amplio-av-manuel-rodriguez-metro-santa-ana-172884-_JM
Hermoso Y Amplio Departamento Venta,3058.0,125000000.0,78.0,39.21,47.0,3.0,1.0,190000.0,Santiago,Parque Los Reyes,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-4430685934-hermoso-y-amplio-departamento-venta-_JM
Departamento En Venta De 3 Dorm. En Santiago,2550.0,104234846.0,65.0,39.23,54.0,3.0,1.0,150000.0,Santiago,Parque Almagro,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-2189296709-departamento-en-venta-de-3-dorm-en-santiago-_JM
Oferta  Departamento Con  Excelente Conectividad!,1492.3,61000000.0,38.0,39.27,72.0,2.0,1.0,70000.0,Santiago,Parque O'Higgins,2026-08-28,2026-08-28,https://www.portalinmobiliario.com/MLC-2202286481-oferta-departamento-con-excelente-conectividad-_JM
Se Vende Departamento 2d+2b En Cumming 1350 Santiago,2400.0,98103384.0,61.0,39.34,47.0,2.0,0.0,0.0,Santiago,Parque Los Reyes,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-2194371619-se-vende-departamento-2d2b-en-cumming-1350-santiago-_JM
Departamento En Venta De 2 Dorm. En Santiago,2055.0,84000000.0,52.0,39.52,53.0,2.0,0.0,100000.0,Santiago,Centro Histórico De Santiago,2026-08-23,2026-08-23,https://www.portalinmobiliario.com/MLC-4391520406-departamento-en-venta-de-2-dorm-en-santiago-_JM
"3 Dorm, 1 Baño, Conexión Lavadora (80720)",1700.0,69489897.0,43.0,39.53,72.0,3.0,0.0,80000.0,Santiago,Parque O'Higgins,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-2211367811-3-dorm-1-bano-conexion-lavadora-80720-_JM
Departamento Libertad Id: 114558,1900.0,77665179.0,48.0,39.58,66.0,2.0,0.0,55000.0,Santiago,Parque Los Reyes,2026-08-29,2026-08-29,https://www.portalinmobiliario.com/MLC-4422153332-departamento-libertad-id-114558-_JM
Departamento En Santiago Catedral Remate 24 Septiembre 2026,1068.8,43689791.0,27.0,39.59,73.0,1.0,0.0,,Santiago,Barrio Brasil,2026-08-28,2026-08-28,https://www.portalinmobiliario.com/MLC-4421196138-departamento-en-santiago-catedral-remate-24-septiembre-2026-_JM
"Departamento Amplio, Almirante Barroso 51 , Metro Los Heroes",2930.0,119767881.0,74.0,39.59,53.0,2.0,0.0,30000.0,Santiago,Barrio Brasil,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-2194372485-departamento-amplio-almirante-barroso-51-metro-los-heroes-_JM
"Futuro Metro San Pablo,  Terraza Y Bodega",2100.0,85840461.0,53.0,39.62,47.0,3.0,0.0,120000.0,Santiago,Parque Los Reyes,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-4403477600-futuro-metro-san-pablo-terraza-y-bodega-_JM
Departamento Metro Matta Hospital San Borja Arriarán,1705.1,69700000.0,43.0,39.65,82.0,3.0,0.0,70000.0,Santiago,Bogotá - Sierra Bella,2026-09-03,2026-09-03,https://www.portalinmobiliario.com/MLC-4443892314-departamento-metro-matta-hospital-san-borja-arriaran-_JM
"Oportunidad Venta Metro Ñuble; 3d+2b+1b; Inversión, Vivienda",2300.0,94015743.0,58.0,39.66,61.0,3.0,0.0,120000.0,Santiago,Bogotá - Sierra Bella,2026-08-22,,https://www.portalinmobiliario.com/MLC-4385491764-oportunidad-venta-metro-nuble-3d2b1b-inversion-vivienda-_JM
Venta De Excepcional Departamento En Santiago Gran Inversión,1467.8,60000000.0,37.0,39.67,66.0,1.0,0.0,76000.0,Santiago,Parque Los Reyes,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4439472560-venta-de-excepcional-departamento-en-santiago-gran-inversion-_JM
Departamento En Venta De 2 Dorm. En Santiago,2380.0,97285856.0,60.0,39.67,54.0,2.0,0.0,112000.0,Santiago,Toesca / Gorbea,2026-08-26,,https://www.portalinmobiliario.com/MLC-4403479564-departamento-en-venta-de-2-dorm-en-santiago-_JM
Departamento En Venta De 1 Dorm. En Santiago,1467.8,60000000.0,37.0,39.67,71.0,1.0,0.0,65000.0,Santiago,Centro Histórico De Santiago,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-2193654657-departamento-en-venta-de-1-dorm-en-santiago-_JM
Remate Santiago,1590.2,65000000.0,40.0,39.76,72.0,2.0,1.0,40000.0,Santiago,Santiago,2026-09-02,2026-09-03,https://www.portalinmobiliario.com/MLC-2211793687-remate-santiago-_JM
Venta Departamento 1hab 1ba Santiago,1590.2,65000000.0,40.0,39.76,73.0,1.0,0.0,50000.0,Santiago,Bulnes,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-2194353145-venta-departamento-1hab-1ba-santiago-_JM
Departamento En Venta De 1 Dorm 45 M2. En Santiago Centro,1790.0,73168774.0,45.0,39.78,74.0,1.0,0.0,80000.0,Santiago,Bulnes,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-4405925536-departamento-en-venta-de-1-dorm-45-m2-en-santiago-centro-_JM
Excelente Departamento En Carmen Con Santa Isabel,1950.0,79709000.0,49.0,39.8,82.0,2.0,0.0,100000.0,Santiago,Santa Isabel,2026-08-30,2026-08-30,https://www.portalinmobiliario.com/MLC-4428252572-excelente-departamento-en-carmen-con-santa-isabel-_JM
2 Dormitorios San Diego 1473 Santiago,1593.0,65116121.0,40.0,39.83,72.0,2.0,0.0,55000.0,Santiago,Parque O'Higgins,2026-08-29,2026-08-29,https://www.portalinmobiliario.com/MLC-2203505247-2-dormitorios-san-diego-1473-santiago-_JM
Depto Santiago Mario Kreutzberger Remate 24 Septiembre 2026,1076.4,44000000.0,27.0,39.87,73.0,1.0,0.0,,Santiago,Centro Histórico De Santiago,2026-08-28,2026-08-28,https://www.portalinmobiliario.com/MLC-2202070849-depto-santiago-mario-kreutzberger-remate-24-septiembre-2026-_JM
"Excelente Oportunidad! Dpto. 1 Dorm., 1 Estac. Y 1 Bodega",2275.2,93000000.0,57.0,39.92,53.0,1.0,1.0,100000.0,Santiago,Centro Histórico De Santiago,2026-09-03,2026-09-03,https://www.portalinmobiliario.com/MLC-4444273808-excelente-oportunidad-dpto-1-dorm-1-estac-y-1-bodega-_JM
Impecable Departamento 2hab 1 Ba Almirante Barroso-moneda,2236.0,91400000.0,56.0,39.93,53.0,2.0,0.0,100000.0,Santiago,Barrio Brasil,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-2196956437-impecable-departamento-2hab-1-ba-almirante-barroso-moneda-_JM
"Carmen, Curico",1957.1,79999999.0,49.0,39.94,82.0,2.0,0.0,60000.0,Santiago,Santa Isabel,2026-08-22,2026-08-22,https://www.portalinmobiliario.com/MLC-2181851137-carmen-curico-_JM
Tu Hogar Tu Mejor Inversion En Condominio Residencial,2397.5,98000000.0,60.0,39.96,54.0,3.0,0.0,70000.0,Santiago,San Diego,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4439741480-tu-hogar-tu-mejor-inversion-en-condominio-residencial-_JM
"Departamento 2 Dormitorios, Santiago Centro, Condominio",2079.2,84990000.0,52.0,39.98,47.0,2.0,0.0,60000.0,Santiago,Parque Los Reyes,2026-08-23,2026-08-23,https://www.portalinmobiliario.com/MLC-4391522114-departamento-2-dormitorios-santiago-centro-condominio-_JM
"Oportunidad Solo Contado  2d2b, 61 M2, Piso 13, Metro Matta",2199.3,89900000.0,55.0,39.99,54.0,2.0,1.0,120000.0,Santiago,San Diego,2026-09-02,2026-09-03,https://www.portalinmobiliario.com/MLC-2213118307-oportunidad-solo-contado-2d2b-61-m2-piso-13-metro-matta-_JM
Se Vende Departamento De 1 Dormitorio Y 1 Baño Con Terraza,1600.0,65402256.0,40.0,40.0,82.0,1.0,0.0,75000.0,Santiago,Barrio Diez De Julio,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4439745994-se-vende-departamento-de-1-dormitorio-y-1-bano-con-terraza-_JM
Buen  Depto. Con Excelente Conectividad . (143943),1400.0,57226974.0,35.0,40.0,74.0,1.0,0.0,50000.0,Santiago,Bulnes,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-2211367343-buen-depto-con-excelente-conectividad-143943-_JM
Venta Departamento 3hab 2ba Santiago,2400.0,98103384.0,60.0,40.0,54.0,3.0,0.0,70000.0,Santiago,San Diego,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-2211795783-venta-departamento-3hab-2ba-santiago-_JM
Lindo Depto A Pasos De Metro Toesca,2400.0,98103384.0,60.0,40.0,54.0,2.0,1.0,130000.0,Santiago,Ejército - Toesca,2026-08-22,2026-08-22,https://www.portalinmobiliario.com/MLC-2181845665-lindo-depto-a-pasos-de-metro-toesca-_JM
Atencion Inversionistas A Pasos De Linea   7 A Vitacura,2400.0,98103384.0,60.0,40.0,47.0,2.0,0.0,100000.0,Santiago,Parque Los Reyes,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4437191420-atencion-inversionistas-a-pasos-de-linea-7-a-vitacura-_JM
Excelente Oportunidad A Pasos Metro Calicanto,1400.0,57226974.0,35.0,40.0,71.0,1.0,0.0,78000.0,Santiago,Centro Histórico De Santiago,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-4397980662-excelente-oportunidad-a-pasos-metro-calicanto-_JM
"Venta 1dormitorio, Metro Parque Ohiggins",1680.0,68672369.0,42.0,40.0,74.0,1.0,0.0,80000.0,Santiago,Parque Almagro,2026-08-24,2026-08-24,https://www.portalinmobiliario.com/MLC-2189069513-venta-1dormitorio-metro-parque-ohiggins-_JM
Studio En Venta Frente Al Parque De Los Reyes,1000.0,40876410.0,25.0,40.0,66.0,1.0,0.0,80000.0,Santiago,Parque Los Reyes,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-4402173006-studio-en-venta-frente-al-parque-de-los-reyes-_JM
Dos Dormitorios 2 Baños Estacionamiento Bodega  Alameda,2201.0,89968978.0,55.0,40.02,54.0,2.0,1.0,90000.0,Santiago,Santa Isabel,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-4440985370-dos-dormitorios-2-banos-estacionamiento-bodega-alameda-_JM
Moderno Depto. Con Vistas Despejadas (173707),2201.8,90000000.0,55.0,40.03,47.0,2.0,1.0,80000.0,Santiago,Parque Los Reyes,2026-09-02,2026-09-03,https://www.portalinmobiliario.com/MLC-4441937908-moderno-depto-con-vistas-despejadas-173707-_JM
Amoblado/ San Pablo/a Barroso/ Metro/ Condominio,2003.6,81900000.0,50.0,40.07,71.0,2.0,0.0,0.0,Santiago,Parque Los Reyes,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-4433820722-amoblado-san-pabloa-barroso-metro-condominio-_JM
San Francisco Oportunidad,1847.0,75500000.0,46.0,40.15,74.0,2.0,0.0,70000.0,Santiago,San Diego,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-2193315665-san-francisco-oportunidad-_JM
Departamento Rosas Id: 105957,2691.0,110000000.0,67.0,40.16,48.0,2.0,0.0,100000.0,Santiago,Barrio Yungay,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4437286900-departamento-rosas-id-105957-_JM
Rosas (piso 2),2691.0,110000000.0,67.0,40.16,48.0,2.0,0.0,,Santiago,Barrio Yungay,2026-08-22,2026-08-22,https://www.portalinmobiliario.com/MLC-2181858357-rosas-piso-2-_JM
Se Vende Departamento Antiguo //santiago (115920),2615.0,106891812.0,65.0,40.23,65.0,2.0,0.0,0.0,Santiago,Santa Isabel,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-4441927444-se-vende-departamento-antiguo-santiago-115920-_JM
Departamento Cerca Estación Mapocho (115726),3425.0,140000000.0,85.0,40.29,53.0,3.0,0.0,140000.0,Santiago,Centro Histórico De Santiago,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4439744670-departamento-cerca-estacion-mapocho-115726-_JM
M 61.000 Vende Con/sin Arrendatario 1d 1b Nataniel Cox 223,1492.3,61000000.0,37.0,40.33,74.0,1.0,0.0,87000.0,Santiago,Bulnes,2026-08-23,2026-08-23,https://www.portalinmobiliario.com/MLC-2185682229-m-61000-vende-consin-arrendatario-1d-1b-nataniel-cox-223-_JM
Departamento En Venta En Santiago,2419.5,98900000.0,60.0,40.33,48.0,2.0,0.0,0.0,Santiago,Barrio Yungay,2026-08-28,2026-08-28,https://www.portalinmobiliario.com/MLC-4420575212-departamento-en-venta-en-santiago-_JM
Departamento General Bulnes Id: 150799,2300.0,94015743.0,57.0,40.35,48.0,2.0,0.0,110000.0,Santiago,Barrio Yungay,2026-08-22,2026-08-22,https://www.portalinmobiliario.com/MLC-2183974197-departamento-general-bulnes-id-150799-_JM
Luminoso Hogar Estilo Contemporáneo (172044),1977.0,80812663.0,49.0,40.35,65.0,2.0,0.0,75000.0,Santiago,Parque Los Reyes,2026-08-23,2026-08-23,https://www.portalinmobiliario.com/MLC-4391518466-luminoso-hogar-estilo-contemporaneo-172044-_JM
Pedro Lagos Dormitorio En Suite Sala Y Estacionamiento,1455.6,59500000.0,36.0,40.43,82.0,1.0,1.0,45000.0,Santiago,Bogotá - Sierra Bella,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-2199666635-pedro-lagos-dormitorio-en-suite-sala-y-estacionamiento-_JM
Vendo Depto Alameda | 92 M² +estacionamiento,3726.0,152305504.0,92.0,40.5,68.0,2.0,1.0,0.0,Santiago,Barrio Yungay,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-2194353689-vendo-depto-alameda-92-m-estacionamiento-_JM
Hermoso Y Remodelado 2 En 1 Plaza De Armas (75550),3000.0,122629230.0,74.0,40.54,53.0,2.0,0.0,92000.0,Santiago,Centro Histórico De Santiago,2026-08-22,2026-08-22,https://www.portalinmobiliario.com/MLC-4388345362-hermoso-y-remodelado-2-en-1-plaza-de-armas-75550-_JM
Tu Próximo Dpto: 2d 2b Con Vista Despejada (110287),2635.0,107709340.0,65.0,40.54,65.0,2.0,0.0,85000.0,Santiago,Santa Isabel,2026-08-29,2026-08-29,https://www.portalinmobiliario.com/MLC-4422155190-tu-proximo-dpto-2d-2b-con-vista-despejada-110287-_JM
Lindo Departamento En Venta (63823),2800.0,114453948.0,69.0,40.58,48.0,3.0,1.0,120000.0,Santiago,Barrio Yungay,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-4405964614-lindo-departamento-en-venta-63823-_JM
Próximo Metro Cumming,2800.0,114453948.0,69.0,40.58,53.0,2.0,0.0,,Santiago,Barrio Brasil,2026-08-22,2026-08-22,https://www.portalinmobiliario.com/MLC-2181845465-proximo-metro-cumming-_JM
Departamento Catedral Id: 150381,2800.0,114453948.0,69.0,40.58,53.0,2.0,0.0,0.0,Santiago,Barrio Brasil,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-2207059565-departamento-catedral-id-150381-_JM
Depto 2d Clasico Y Seguro - Barrio Patrimonial San Francisco,2275.2,93000000.0,56.0,40.63,54.0,2.0,0.0,0.0,Santiago,Bulnes,2026-09-02,2026-09-03,https://www.portalinmobiliario.com/MLC-4441098878-depto-2d-clasico-y-seguro-barrio-patrimonial-san-francisco-_JM
"Vende Departamento Calle Argomedo Con Lira, Santiago Centro",2397.5,98000000.0,59.0,40.64,65.0,2.0,0.0,90000.0,Santiago,Santa Isabel,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-2208879459-vende-departamento-calle-argomedo-con-lira-santiago-centro-_JM
Venta Departamento Cerca De Parques 3d 2b Santiago,2730.0,111592599.0,67.0,40.75,54.0,3.0,0.0,50000.0,Santiago,San Diego,2026-09-03,2026-09-03,https://www.portalinmobiliario.com/MLC-2214536793-venta-departamento-cerca-de-parques-3d-2b-santiago-_JM
Venta Cómodo Depto 1 Dorm 1 Baño Barrio Yungay,1467.8,60000000.0,36.0,40.77,66.0,1.0,0.0,63000.0,Santiago,Barrio Yungay,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-4430072936-venta-comodo-depto-1-dorm-1-bano-barrio-yungay-_JM
Venta Depto Nataniel Victoria 3d 1b,1834.8,75000000.0,45.0,40.77,74.0,3.0,0.0,50000.0,Santiago,Parque O'Higgins,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-4405967820-venta-depto-nataniel-victoria-3d-1b-_JM
Departamento Eyzaguirre Id: 123158,2446.4,100000000.0,60.0,40.77,54.0,2.0,0.0,73000.0,Santiago,Parque Almagro,2026-08-24,2026-08-24,https://www.portalinmobiliario.com/MLC-4394164750-departamento-eyzaguirre-id-123158-_JM
Metro Sta Lucia Parquet,1467.8,59999999.0,36.0,40.77,73.0,1.0,0.0,40000.0,Santiago,Santa Isabel,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-4414848642-metro-sta-lucia-parquet-_JM
